qid,doc_id,rank,score
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_125,1,0.0
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_936",2,0.0
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_95,3,0.0
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_76",4,0.0
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_76,5,0.0
A059,数据结构 (邓俊辉) (Z-Library)_chunk_211,1,0.0
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_576",2,0.0
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_201,3,0.0
A059,数据结构 (邓俊辉) (Z-Library)_chunk_236,4,0.0
A059,数据结构 (邓俊辉) (Z-Library)_chunk_210,5,0.0
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160",1,0.0
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_172",2,0.0
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_156",3,0.0
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_168",4,0.0
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_177",5,0.0
A061,数据结构 (邓俊辉) (Z-Library)_chunk_458,1,0.0
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_515",2,0.0
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_514",3,0.0
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_531",4,0.0
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_353,5,0.0
A062,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_255",1,0.0
A062,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_166,2,0.0
A062,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_126,3,0.0
A062,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_203",4,0.0
A062,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_201",5,0.0
A063,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_65,1,0.0
A063,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_291",2,0.0
A063,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_250",3,0.0
A063,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_290",4,0.0
A063,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_104,5,0.0
A064,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_353,1,0.0
A064,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_188,2,0.0
A064,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_307",3,0.0
A064,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_299",4,0.0
A064,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_354,5,0.0
A065,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_336,1,0.0
A065,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_461",2,0.0
A065,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_337,3,0.0
A065,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_465",4,0.0
A065,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_468",5,0.0
A066,数据结构 (邓俊辉) (Z-Library)_chunk_247,1,0.0
A066,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_605",2,0.0
A066,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_231,3,0.0
A066,数据结构 (邓俊辉) (Z-Library)_chunk_233,4,0.0
A066,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_604",5,0.0
