qid,evidence_id,rel,legacy_chunk_id,annotation_source
A009,ev_e8475d6c43216ce9bfb4,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_213",dense/dense_bm25
A009,ev_ded27ec6e24da5d4c21b,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_221",bm25
A009,ev_50cc87e7149c4e00abe0,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_225",bm25/dense_bm25/tfidf
A009,ev_ecbe43d89a4698edeac2,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_237",bm25/dense_bm25
A009,ev_3ef15ad168c3dab7ce95,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_241",dense_bm25
A009,ev_2005913b857dd217db17,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_253",dense/dense_bm25
A009,ev_f78507d9f649e35ed7fe,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_254",dense/dense_bm25
A009,ev_950afd7b5dea28f2ee44,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_28",dense/dense_bm25
A009,ev_7927aada07c7e017bd49,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_350",tfidf
A009,ev_92fee6f9eb554f139c33,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_43",tfidf
A009,ev_4e20f38aab4a0054a9fe,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_434",dense/dense_bm25
A009,ev_00fbeea030fc4711da8a,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_51",dense_bm25
A009,ev_4333895b82a9f3c6e0fb,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_522",dense/dense_bm25
A009,ev_de4dae370875aacf2441,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_524",dense
A009,ev_c761742e4cc4c86dbe9f,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_62",dense
A009,ev_dd944b8b6f230fda7b49,3,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_728",dense/dense_bm25/tfidf
A009,ev_b2ce594a120a7e789eda,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_909",bm25
A009,ev_be65a05b9178176dc4a5,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_973",dense/dense_bm25
A009,ev_2ca5d2a0bf3d81b5029a,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_99",dense
A010,ev_00cc53f8b8d0350ca9d4,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_134,bm25/dense_bm25
A010,ev_63b85b2c1df80191d852,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_109,dense
A010,ev_c98552f4b86551ddec90,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_138,dense/dense_bm25
A010,ev_02747aebf71976c7c068,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_193,dense
A010,ev_852e04c542e736069344,1,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_218,bm25/dense_bm25/tfidf
A010,ev_3929b4a06a31a86f58fb,3,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_238,bm25/dense_bm25/tfidf
A010,ev_22eec91e220320bb519a,1,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_241,dense/dense_bm25
A010,ev_a0466502cb86ca6eb2d0,2,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_247,bm25/dense_bm25/tfidf
A010,ev_5d3b96f64f37eb71a2db,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_257,dense
A010,ev_c70c83f805d32f33cfc3,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_284,dense
A010,ev_37ef8ec25c2bc7c4a704,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_576",tfidf
A010,ev_4596b276eddc27e8fb1a,1,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_577",dense/dense_bm25
A010,ev_05ef90937ddecfbf379a,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_606",dense/dense_bm25
A010,ev_84146ee609a217e26ae5,3,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_610",dense/dense_bm25
A010,ev_53eecfc75cee0993d4b9,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_621",bm25/tfidf
A010,ev_7ebe6fdbd7e7860986fb,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_635",bm25/tfidf
A010,ev_ab26aa5614ca1792211f,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_636",tfidf
A010,ev_b945fe59387af8e7920d,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_637",dense/dense_bm25
A010,ev_807a0ae3a190c209bc11,3,数据结构 (邓俊辉) (Z-Library)_chunk_236,bm25/dense_bm25/tfidf
A010,ev_b9e6cecc1b97f99a916b,3,数据结构 (邓俊辉) (Z-Library)_chunk_237,bm25/dense_bm25/tfidf
A010,ev_cf3a83a73f713436743f,2,数据结构 (邓俊辉) (Z-Library)_chunk_240,bm25/dense/dense_bm25/tfidf
A010,ev_38b8155d6296781576bf,0,数据结构 (邓俊辉) (Z-Library)_chunk_3,dense
A010,ev_c6108d4b983264f3d09a,0,数据结构 (邓俊辉) (Z-Library)_chunk_78,dense/dense_bm25
A010,ev_29daccd8b93f5fe3f50a,0,数据结构 (邓俊辉) (Z-Library)_chunk_9,dense/dense_bm25
A010,ev_f02d298d2d8784919b42,0,数据结构 (邓俊辉) (Z-Library)_chunk_96,dense
A010,ev_f062d7684a69863bbc5a,0,数据结构 (邓俊辉) (Z-Library)_chunk_97,dense
A010,ev_d9bae672b1ae52907cd3,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_199,dense/dense_bm25
A010,ev_38626f52cb8a2f138f7b,1,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_201,tfidf
A010,ev_e7cc30a6993daaf387c2,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_209,dense_bm25
A010,ev_391459c904641885241a,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_215,bm25/dense_bm25
A010,ev_77114e079605e05d94a5,1,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_226,tfidf
A010,ev_31d699715f14c7273bdf,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_237,dense/dense_bm25
A010,ev_cb67d7853d08ac9784be,3,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,bm25/dense_bm25/tfidf
A010,ev_fc03d71e6be1574dbc73,2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_240,dense
A010,ev_a23f1b2f870f065a7de4,2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_241,dense
A010,ev_33c1907dbff6af37c84c,1,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_243,bm25/dense_bm25
A010,ev_407c0501659a940e8c5a,2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_253,dense
A010,ev_2b791a0288cbcb4c6365,2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_254,bm25
A010,ev_a85f128a5d2baa1a936a,1,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_255,dense/dense_bm25
A010,ev_b3022259cbd0ba29d606,1,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_256,dense_bm25
A010,ev_1feebcf2734c6d826c72,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_259,dense
A010,ev_61d98ff6ba61d963c334,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_261,dense
A010,ev_ac54d2cf368bdce9437b,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_269,dense
A010,ev_d8086449c40741d313a1,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_308,dense/dense_bm25
A010,ev_96673e5a40877ab3bf6b,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_31,tfidf
A010,ev_af5352a10406966cdcf3,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_358,dense/dense_bm25
A010,ev_03e79a333058e30f6872,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_61,dense/dense_bm25
A010,ev_50c0234369c86bf11ec6,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_141",bm25
A010,ev_a9a54d36eab243431d47,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_271",bm25/dense_bm25/tfidf
A010,ev_40bed7bbd883083eda15,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_292",bm25/dense_bm25/tfidf
A010,ev_5667433bdaa0bb52fbaf,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_450",dense
A010,ev_3474f9c78434ac1a0166,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_529",dense/dense_bm25
A010,ev_cafb7dc50df0d591f142,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_760",bm25/dense_bm25/tfidf
A010,ev_3c72565b1c5bfac6a29d,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_968",tfidf
A010,ev_0868cee823cb3d904992,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_243",bm25
A010,ev_edb117c79de2b24a0e56,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_100,bm25/tfidf
A010,ev_3d40f83bea06874b2a91,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_184,bm25
A010,ev_0a7000105049ed7a467c,0,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_50,tfidf
A011,ev_336538911387f895dec2,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_130,bm25
A011,ev_811b27e2f46b4c9de918,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_132,dense/dense_bm25
A011,ev_a4721ff5fbd6e6ac8fb3,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_194,dense
A011,ev_cda06dff4ea33a9528b4,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_210,dense/dense_bm25
A011,ev_ab77e76cbbd00de7fbaf,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_219,dense/dense_bm25
A011,ev_fc626c6bf9cce4506d08,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_227,dense
A011,ev_8824fd511bdf34d8059a,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_30,dense
A011,ev_6ad65ccd8d9871305f21,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_32,bm25/dense_bm25/tfidf
A011,ev_76a31f06261ce6ee7763,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_35,bm25/dense_bm25/tfidf
A011,ev_a241a7800d62c4bb19a3,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_37,bm25/dense_bm25/tfidf
A011,ev_782aa3429a27af52ecb7,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_38,bm25/dense_bm25/tfidf
A011,ev_29c10cd318bbf50bb285,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_399,dense/dense_bm25
A011,ev_d5b7c9b1e67d42ae1ff4,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_40,bm25/dense_bm25
A011,ev_40bcf7eab3774b724e42,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_41,bm25/dense_bm25/tfidf
A011,ev_7d917417eb3e65c6281e,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_410,dense/dense_bm25
A011,ev_2f0890bc3b8b53305d72,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_419,bm25/dense/dense_bm25/tfidf
A011,ev_f599f2d38a57007297c6,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_42,bm25/dense_bm25/tfidf
A011,ev_81b8e95b99c3df426d76,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_420,tfidf
A011,ev_4e93bc529ead19c7c676,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_424,dense
A011,ev_a9ec788418a3c417c1f1,2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_428,dense_bm25
A011,ev_5b593a017b0698030dd6,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_43,bm25/dense/dense_bm25
A011,ev_e8d32971426de5712840,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_45,bm25/dense_bm25
A011,ev_cb28ad5570ba04930256,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_47,bm25
A011,ev_48f89a9d3da59820e38c,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_48,bm25/dense_bm25/tfidf
A011,ev_4d583ad89c1bba543e27,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_49,bm25
A011,ev_ba30ac77c0da475f70c1,0,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_490,tfidf
A011,ev_d2f4c195fa8ce6312308,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_50,bm25/dense_bm25
A011,ev_a50dc2c81a0bea03e29f,1,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_51,bm25/dense_bm25/tfidf
A011,ev_b3db2c73e7fcc9abb8ca,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_190,dense
A011,ev_cf2a094f64fe6795c89d,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_582",dense
A011,ev_a75ee2853eb215c05865,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_36,dense
A011,ev_92b22e8484b59d17dfc5,0,数据结构 (邓俊辉) (Z-Library)_chunk_222,dense
A011,ev_cf3a83a73f713436743f,0,数据结构 (邓俊辉) (Z-Library)_chunk_240,dense
A011,ev_6977558dccec05872fbc,0,数据结构 (邓俊辉) (Z-Library)_chunk_352,dense/dense_bm25
A011,ev_67176a5e606354becee7,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_113,dense
A011,ev_ad2d79f699e2c70df421,0,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_204,dense/dense_bm25
A011,ev_95c7c458ff62925ef396,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_178",dense
A011,ev_f69da20f57e6cf96c946,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_474",dense
A011,ev_40e8e39755d05fbff3f6,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_318",dense/dense_bm25/tfidf
A011,ev_f18624bc155679244d9c,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_32",dense/dense_bm25
A011,ev_1538aadd28889ac9e6f7,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_402",tfidf
A011,ev_f31d299773835f21dde2,1,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_49",bm25/tfidf
A011,ev_7264c5526f91c03fedcd,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_50",bm25/dense/dense_bm25/tfidf
A011,ev_6f067eda962423757741,1,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_51",tfidf
A011,ev_ef59de39913fcb21e766,2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_54",bm25/dense_bm25/tfidf
A011,ev_58e4d71d12c93437556f,1,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_55",bm25/tfidf
A011,ev_fcebb92ca3cadd28b0cc,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_188,dense/dense_bm25
A011,ev_bfe4c27e920cce00cb1a,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_192,dense/dense_bm25
A011,ev_bb010f218fd05c775ef9,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_193,dense
A011,ev_bb6d07695194a4571f2e,0,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_228,dense/dense_bm25
A011,ev_4510eeb83380a0ab53b0,1,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_45,dense_bm25
A011,ev_d827b181eae22ac7fd5d,1,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_59,dense
A011,ev_8c33cae999ccb6f34673,1,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_36,tfidf
A011,ev_188510b4d76ae405a0c3,1,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_37,tfidf
A011,ev_675a57b798d49432e4ac,3,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_39,dense/dense_bm25
A012,ev_1f440055b29982595190,2,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_104,dense
A012,ev_3d3504dcee2528ab95be,0,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_113,dense/dense_bm25
A012,ev_1deca00f26e8f28c9cd3,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_115,dense/dense_bm25
A012,ev_b6a5fab5c611f7b57b23,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_117,dense
A012,ev_97df583dc27aa259f759,0,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_121,dense
A012,ev_8bbfa62c7ae6f004a5b9,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_161",dense
A012,ev_49182ad252ff82678aa9,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_181",dense
A012,ev_7678d31302dc40655179,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_183",dense
A012,ev_b5ae9dcc6ec90c5325e1,0,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_498",dense
A012,ev_7f58a862bc2db6b9a654,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_273,bm25
A012,ev_0913555f608ecd225bec,2,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_31,bm25/dense_bm25/tfidf
A012,ev_b422a9bdda3ae54b1792,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_542,dense_bm25
A012,ev_a6c9d55c70a1f369c516,1,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_565,tfidf
A012,ev_f516d39d99a9d1daa5c7,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_68,dense
A012,ev_3741ff470768bb1d2ee1,0,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_74,dense
A012,ev_d22a1ac6ce8a9bb3d3d9,0,数据结构 (邓俊辉) (Z-Library)_chunk_141,dense
A012,ev_d1a0fd35b5c996b19e2a,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_107",dense
A012,ev_5da1b557bfef500c2762,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_108",bm25/dense_bm25/tfidf
A012,ev_fa6aa95c65ec1e2f8d13,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_109",bm25/dense/dense_bm25/tfidf
A012,ev_d441089fd6a0212932d0,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_110",bm25/dense_bm25/tfidf
A012,ev_257207837194863bd040,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_115",dense
A012,ev_043a1f4c9449522a2f00,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_117",dense_bm25
A012,ev_eef2d9557b6045d66bf0,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_127",bm25/dense/dense_bm25
A012,ev_7d4d6e3965da1c5a087b,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_135",dense
A012,ev_c4e558e38d65db4e3e07,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_140",bm25/dense_bm25
A012,ev_af4279876cdff1b83eb0,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_146",dense_bm25
A012,ev_cfed6cc725381996381f,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_148",dense_bm25
A012,ev_39d7f4870fe46fb00fa9,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_159",bm25/tfidf
A012,ev_e2c264b6ab498750058e,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160",dense_bm25
A012,ev_bf15f63dbdd0a72c8b1f,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_165",dense
A012,ev_95c7c458ff62925ef396,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_178",bm25/dense/dense_bm25/tfidf
A012,ev_c47d24fb6043daf65ffb,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179",bm25
A012,ev_913456f7e27a1a1e57cb,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_184",dense
A012,ev_a9540a54752d3e3092a2,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_362",bm25/dense_bm25
A012,ev_67ff0a1c2697eb10ea6f,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_445",dense
A012,ev_4cee92c8f5c26a33f19b,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_446",dense/dense_bm25
A012,ev_fea55a4f986881756bdd,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_448",dense
A012,ev_7bfba6495dbb046fac0a,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_479",tfidf
A012,ev_ec75b931ff8148279759,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_481",tfidf
A012,ev_3474f9c78434ac1a0166,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_529",dense/dense_bm25
A012,ev_6b845a14e6b8a39f18f1,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_544",dense_bm25
A012,ev_ce4ed3732b211a298d04,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_702",bm25/dense_bm25
A012,ev_61576cceafb224d22381,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_709",dense/dense_bm25
A012,ev_9daa84331de3ac276036,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_79",dense_bm25
A012,ev_5bbf358d07572e878972,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_8",tfidf
A012,ev_8e0d814d2c3302eb5829,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_820",tfidf
A012,ev_a714deaf2ddb25cfa581,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_827",bm25/tfidf
A012,ev_82d149bb252cbf381239,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_835",dense_bm25/tfidf
A012,ev_580b978f59815f2f5b9d,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_847",dense/dense_bm25
A012,ev_f056d2fc5abca12ffae4,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_848",tfidf
A012,ev_bd5f07eeb82b8b76fdef,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_851",bm25/dense_bm25
A012,ev_252f7f85c2b737b2de9d,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_852",bm25/dense_bm25/tfidf
A012,ev_d5d88466f2344953e724,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_853",bm25/dense_bm25/tfidf
A012,ev_9694fc36cb73165d93a7,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_854",bm25/tfidf
A012,ev_9d4062d01c8faa42105c,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_859",dense_bm25
A012,ev_7c84d90b606b2ccc141f,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_861",tfidf
A012,ev_90556f3d17ecffbb8cbe,1,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_862",bm25/tfidf
A012,ev_48e3ab983dff86d21f30,2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_863",bm25/dense/dense_bm25
A012,ev_be8252691e2459aeb9a6,0,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_868",bm25/tfidf
A012,ev_3351005f652b0a2ce4bd,0,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_274",dense/dense_bm25
