qid	doc_id	relevance	score
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_171	0	0.0415
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_259	0	0.0112
A054	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_504	1	0.9990
A054	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_456	1	0.9859
A054	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_180	1	0.8566
A054	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_662	1	0.7758
A054	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_693	1	0.7038
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_403	1	0.9906
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1819	1	0.9895
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_334	0	0.0179
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1173	0	0.0060
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_343	0	0.0011
A056	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_60	0	0.0965
A056	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_49	0	0.0224
A056	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_136	0	0.0054
A056	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_295	0	0.0026
A056	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_297	0	0.0013
A057	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1520	1	0.8081
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_164	1	0.6661
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_110	0	0.0875
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_117	0	0.0538
A057	数据结构 (邓俊辉) (Z-Library)_chunk_204	0	0.0394
A058	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_149	1	0.9996
A058	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_109	1	0.9244
A058	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_111	1	0.6176
A058	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_115	1	0.5306
A058	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_485	0	0.0029
A059	数据结构 (邓俊辉) (Z-Library)_chunk_846	1	0.9858
A059	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_981	1	0.9802
A059	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_987	1	0.7056
A059	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_430	0	0.0243
A059	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_303	0	0.0084
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_279	1	0.5831
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_186	0	0.3137
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_259	0	0.2552
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160	0	0.0114
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_180	0	0.0006
A061	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_906	1	0.9972
A061	数据结构 (邓俊辉) (Z-Library)_chunk_744	1	0.9960
A061	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_875	1	0.9922
A061	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_541	1	0.9591
A061	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_472	0	0.3687
A062	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_810	1	0.9946
A062	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_417	1	0.9946
A062	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1494	1	0.9217
A062	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_673	1	0.8988
A062	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_876	1	0.8619
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_89	1	0.5323
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_55	0	0.1601
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_56	0	0.1045
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_102	0	0.0408
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_57	0	0.0348
A064	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_446	1	0.9864
A064	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_313	1	0.9770
A064	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_358	1	0.9367
A064	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_462	1	0.8505
A064	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_464	0	0.0787
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_752	1	0.9869
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_757	1	0.9382
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_745	1	0.8037
A065	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_556	0	0.4782
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_732	0	0.0680
A066	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1209	0	0.0157
A066	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_721	0	0.0026
A066	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_710	0	0.0019
A066	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_3359	0	0.0003
A066	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2754	0	0.0002
