qid	doc_id	relevance	score
A054	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_462	1	0.8369
A054	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_567	1	0.7758
A054	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_197	0	0.0851
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_301	1	0.9934
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1346	1	0.9930
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_322	0	0.1886
A055	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_891	0	0.0274
A055	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_255	0	0.0021
A056	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_49	0	0.0283
A056	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1084	0	0.0153
A056	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_118	0	0.0021
A056	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_238	0	0.0020
A056	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_280	0	0.0005
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_127	0	0.4886
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_92	0	0.0538
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_85	0	0.0460
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_86	0	0.0161
A057	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_131	0	0.0114
A058	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_129	1	0.9996
A058	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_173	0	0.0745
A058	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_374	0	0.0294
A058	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1041	0	0.0207
A058	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179	0	0.0042
A059	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_705	1	0.9907
A059	数据结构 (邓俊辉) (Z-Library)_chunk_247	1	0.9907
A059	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_707	1	0.9767
A059	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_704	1	0.9092
A059	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_280	0	0.0035
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_173	0	0.2327
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_208	0	0.2208
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_134	0	0.0755
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179	0	0.0104
A060	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_135	0	0.0033
A061	数据结构 (邓俊辉) (Z-Library)_chunk_547	1	0.9960
A061	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_652	1	0.9957
A061	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_632	1	0.9899
A061	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_410	1	0.9807
A061	数据结构 (邓俊辉) (Z-Library)_chunk_577	0	0.0476
A062	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_498	1	0.9888
A062	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_248	1	0.8889
A062	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_661	1	0.8261
A062	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1055	1	0.7893
A062	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_503	1	0.7186
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_73	1	0.7833
A063	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_353	1	0.6526
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_44	0	0.0583
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_45	0	0.0554
A063	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_79	0	0.0408
A064	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_390	1	0.9978
A064	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_346	1	0.9944
A064	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_356	1	0.9864
A064	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_234	1	0.9523
A064	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_392	0	0.0787
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_566	1	0.9869
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_561	1	0.8140
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1189	1	0.5116
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_541	0	0.3459
A065	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_552	0	0.0755
A066	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_636	0	0.0272
A066	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1381	0	0.0051
A066	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1694	0	0.0007
A066	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1093	0	0.0003
A066	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1668	0	0.0001
