qid,doc_id,rel,source
A017,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_397,1,tfidf
A017,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_415,1,dense/dense_bm25
A017,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_428,1,dense
A017,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_539,0,dense/dense_bm25
A017,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_575,0,dense
A017,数据结构 (邓俊辉) (Z-Library)_chunk_394,0,dense
A017,数据结构 (邓俊辉) (Z-Library)_chunk_525,0,dense
A017,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_301,0,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1094",1,dense/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1120",2,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_265",0,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_268",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_269",1,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_271",1,dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_272",3,dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_273",1,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_274",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_275",3,dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_276",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_283",1,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_284",1,dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_285",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_288",1,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_292",1,dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_315",1,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_329",0,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_330",0,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_335",1,bm25/dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_336",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_339",1,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_343",0,bm25/dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_53",3,bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_587",1,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_675",0,dense
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_69",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_699",1,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_733",3,bm25/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_738",1,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_745",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_746",1,tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_747",1,dense/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_752",1,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_753",1,dense/dense_bm25/tfidf
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_760",0,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_791",0,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_843",0,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_893",0,bm25/dense_bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_896",0,bm25
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_898",0,bm25/dense_bm25
A017,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_43",0,dense
A017,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_57",0,dense/dense_bm25
A017,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_412,0,dense
A017,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_335,0,dense
A017,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_383,0,dense
A017,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_390,0,dense/dense_bm25
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_164,0,dense/dense_bm25
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_187,3,bm25/dense/dense_bm25/tfidf
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_190,2,dense_bm25
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_191,2,dense
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_97,0,dense
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_99,0,dense
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_236",1,tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_241",0,bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_354",1,bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_355",1,bm25/dense_bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_356",1,dense/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_357",3,bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_358",3,bm25/dense/dense_bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_362",2,bm25/dense/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_367",2,bm25/dense/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_369",1,bm25/dense_bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_374",1,bm25/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_377",1,dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_378",1,bm25/dense_bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_379",0,bm25/tfidf
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_380",0,dense/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_384",1,dense
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_582",0,dense/dense_bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_583",0,dense
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_712",0,bm25
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_737",0,dense
A018,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_76,1,tfidf
A018,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_81,1,tfidf
A018,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_97,0,bm25/dense_bm25
A018,数据结构 (邓俊辉) (Z-Library)_chunk_191,0,dense_bm25
A018,数据结构 (邓俊辉) (Z-Library)_chunk_240,0,dense
A018,数据结构 (邓俊辉) (Z-Library)_chunk_35,0,dense
A018,数据结构 (邓俊辉) (Z-Library)_chunk_351,0,dense
A018,数据结构 (邓俊辉) (Z-Library)_chunk_352,0,dense/dense_bm25
A018,数据结构 (邓俊辉) (Z-Library)_chunk_361,0,dense
A018,数据结构 (邓俊辉) (Z-Library)_chunk_392,1,bm25/dense_bm25
A018,数据结构 (邓俊辉) (Z-Library)_chunk_395,1,bm25/dense_bm25/tfidf
A018,数据结构 (邓俊辉) (Z-Library)_chunk_396,1,bm25/tfidf
A018,数据结构 (邓俊辉) (Z-Library)_chunk_399,1,bm25/dense_bm25/tfidf
A018,数据结构 (邓俊辉) (Z-Library)_chunk_414,0,bm25/dense/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_102,0,dense/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_111,0,dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_139,0,dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_140,0,dense/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_143,0,dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_216,0,dense/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_218,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_241,0,dense/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_253,0,bm25/dense_bm25
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_257,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_267,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_358,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_370,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_57,0,dense
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_70,0,tfidf
A018,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_93,0,dense_bm25/tfidf
A018,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_166",1,tfidf
A018,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_864",0,tfidf
A018,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_866",0,tfidf
A019,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_126,0,bm25/dense_bm25
A019,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_366,0,bm25/dense_bm25
A019,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_420,0,tfidf
A019,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_520,0,tfidf
A019,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_525,0,bm25
A019,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_862,0,dense/dense_bm25
A019,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_869,0,dense
A019,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_117,0,dense_bm25
A019,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_256,0,bm25/dense_bm25
A019,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_294,0,dense/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_128",0,dense
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_132",0,dense
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_134",0,dense/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_150",0,dense
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_157",0,dense/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_172",0,dense/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_173",0,dense/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_27",0,dense/dense_bm25/tfidf
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_28",0,tfidf
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_44",0,bm25/dense_bm25
A019,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_51",0,tfidf
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_255,0,dense
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_300,0,dense/dense_bm25
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_310,0,dense/dense_bm25/tfidf
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_311,0,dense
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_316,0,dense/dense_bm25
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_338,0,bm25/dense_bm25
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_563,0,bm25/dense/dense_bm25
A019,数据结构 (邓俊辉) (Z-Library)_chunk_277,0,dense
A019,数据结构 (邓俊辉) (Z-Library)_chunk_32,0,dense
A019,数据结构 (邓俊辉) (Z-Library)_chunk_34,0,dense/dense_bm25
A019,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_361,0,dense
A019,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_83,0,bm25/dense_bm25
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1000",0,dense
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1003",0,dense
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_145",0,bm25
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_146",0,tfidf
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179",0,bm25
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_180",0,dense
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_264",0,bm25/dense_bm25/tfidf
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_445",3,bm25/dense/dense_bm25/tfidf
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_461",1,bm25/dense_bm25/tfidf
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_462",1,bm25/dense_bm25/tfidf
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_802",0,bm25/dense_bm25
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_938",0,bm25/dense_bm25/tfidf
A019,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_245",0,tfidf
A019,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_82",0,bm25/dense_bm25
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_124,0,dense
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_14,0,tfidf
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_177,0,dense
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_277,0,tfidf
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_391,0,dense/dense_bm25
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_398,0,tfidf
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_399,0,tfidf
A019,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_560,0,dense
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_145,0,bm25/dense_bm25/tfidf
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_344,0,bm25
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_382,0,tfidf
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_435,0,dense/dense_bm25
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_46,0,bm25/dense_bm25
A019,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_552,0,tfidf
A020,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_254,0,dense
A020,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_272,0,dense
A020,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_396,0,dense
A020,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_457,0,bm25/dense_bm25/tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1107,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_185,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_269,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_467,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_474,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_51,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_515,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_539,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_540,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_685,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_706,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_707,0,tfidf
A020,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_977,0,dense
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1003",0,dense
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1122",0,dense
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_581",0,bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_584",0,dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_607",0,dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_609",0,tfidf
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_613",0,dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_614",0,dense/dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_621",0,bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_622",0,dense
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_656",0,dense/dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_665",0,dense/dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_674",1,bm25/dense/dense_bm25
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_678",0,dense
A020,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_978",0,bm25/dense_bm25/tfidf
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_330",0,dense
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_394",0,bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_400",1,dense/dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_413",0,bm25/dense/dense_bm25/tfidf
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_414",0,dense/dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_415",1,dense/dense_bm25/tfidf
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_416",0,dense
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_417",0,dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_418",0,dense/dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_421",0,dense
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_426",0,dense
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_430",0,dense/dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_481",0,dense_bm25
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_486",0,dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_154,1,bm25/dense_bm25/tfidf
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_155,0,bm25/dense/dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_436,0,dense
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_440,0,dense/dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_444,0,bm25/dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_446,0,bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_48,2,bm25/dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_546,0,dense
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_573,0,dense/dense_bm25
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_592,3,bm25/dense_bm25/tfidf
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_15,0,tfidf
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_285,1,bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_314,0,bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_320,0,bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_322,0,bm25/dense_bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_384,0,dense/dense_bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_407,0,dense_bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_410,0,dense
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_411,0,dense/dense_bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_415,0,bm25/dense_bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_506,0,bm25
A020,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_552,0,bm25
A021,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_302,0,dense
A021,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_316,0,dense
