qid,query,type,doc_id,subject,chunk_file,source_systems,dense_rank,dense_bm25_rank,rerank_rank,dense_score,dense_bm25_score,rerank_score,text,rel,review_status,review_note,auto_rel,auto_confidence,auto_reason
A025,什么是优先级反转,A2,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_68,Operating System,os_chunks.json,rerank,,,8,,,0.038118,"7.5 最短完成时间优先（STCF）
为了解决这个问题，需要放宽假设条件（工作必须保持运行直到完成）。
我们还需要调度程序本身的一些机制。
你可能已经猜到，鉴于我们先前关于时钟中断和上下文切换的讨论， 当 B 和 C 到达时，调度程序当然可以做其他事情：它可以抢占（preempt）工作 A，并决定运行另一个工作，或许稍后继续工作 A。
根据我们的定义， SJF 是一种非抢占式（non-preemptive）调度程序，因此存在上述问题。
们的例子中，STCF 将抢占 A 并运行 B 和 C 以完成。
只有在它们完成后， 才能调度 A 的剩余时间。
图 7.5 展示了一个例子。
结果是平均周转时间大大提高：50s (……)。
和以前一样，考虑到我们的新假设，STCF 可证明是最优的。
考虑到如果所有工作同时到达， SJF 是
最优的，那么你应该能够看到 STCF 的最优性是符合直觉的。",,pending,,0,0.95,内容为STCF调度算法，与优先级反转概念无关。
A025,什么是优先级反转,A2,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_435,Computer Networks,cn_chunks.json,dense/rerank,9,,9,0.516125,,0.036337,"8.4.2 调度和管制机制
1. 调度机制
这里所说的“调度”就是指排队的规则。
如果不采用专门的调度机制，那么在路由器 的 队 列 采 用 的 默 认 排 队 规 则 就 是先 进 先 出FI FO (First In First Out)。
当 队 列 已 满 时 ， 后 到 达 的分组就被丢弃。
先进先出的最大缺点就是不能区分时间敏感分组和一般数据分组，并且也 不公平，因为这使得排在长分组后面的短分组要等待很长的时间。
就像在机场办理登机卡时， 正巧排在你前面的一个人代表20个人的团队来办理登机卡，这时你只能耐心等待。
图8-19 按优先级排队的例子
(8-1)",,pending,,0,0.95,讨论网络分组调度，非操作系统优先级反转。
A025,什么是优先级反转,A2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_912",Operating System,os_chunks.json,dense_bm25,,9,,,0.023888,,"这个线程需要等待多久 才可以使用CPU?
17.在Windows中，当前的优先级总是大于或等于 基本的优先级。
是否在某些情况下当前的优先 级低于基本的优先级也是有意义的?
若有，请 举例。
否则请说明原因。
18.Windows 利用一个叫作AutoBoost 的设施来短 暂地提升拥有高优先级所需要的资源的进程的 优先级，你认为它是怎样工作的?
19.在Windows 中很容易实现一些设施将运行在 内核中的线程临时依附到其他进程的地址空 间。
为什么在用户态却很难实现?
这样做有 何目的?
20.说出两种在重要进程中对线程提供更好的响应 时间的方式?
21即使有很多空闲的可用内存而且内存管理器也 不需要调整工作集，分页系统仍然会经常对磁 盘进行写操作。
为什么?
22.Windows 为现代应用程序交换进程而不是减少它 们的工作集或者给它们换页，为什么这样是更 有效的?
(提示：当磁盘是SSD时区别不大。
)
23.为什么用来访问进程页目录和页表的物理页面 的自身映射数据总是占用同一片8MB的内核虚 拟地址空间(在x86上 ) ?
24.x86 机器既能使用64位的页表项，又能使用32 位的页表项。
.Windows 使用64位的页表项，所 以系统能够访问超过4GB的内存空间。
对于32 位的页表项，自映射在页目录中只用一个页目 录项，因此只占用4MB而不是8MB的地址空 间，为什么会这样?
25.如果保留了一段虚拟地址空间但是没有提交 它，你认为系统会为其创建一个VAD吗?
请证 明你的答案。
26.在图11-34中，哪些转移是由策略决定的，而 不是由系统事件(例如， 一个进程退出并释放 其页面)所强迫的转移?
27.假设一个页面被共享并且同时存在于两个工作 集中。
如果它从一个工作集移出，在图11-34 中它将会到哪里去?
当它从第二个工作集移出 时会发生什么?
28.当进程取消对一个页面的映射时，干净的页会 进行图11-36中的转移(5),那脏的栈页怎样 处理呢?
为什么脏的栈页面被取消映射时不会 被转移到已修改列表中呢?",,pending,,1,0.6,涉及优先级概念和调度问题，但未定义或解释优先级反转。
A025,什么是优先级反转,A2,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_208,Operating System,os_chunks.json,dense,10,,,0.514244,,,"22.2 最优替换策略
为了更好地理解一个特定的替换策略是如何工作的，将它与最好的替换策略进行比较是很好的方法。
事实证明， 这样一个最优（optimal）策略是 Belady 多年前开发的[B66]（原来这个策略叫作 MIN）。
最优替换策略能达到总体未命中数量最少。
Belady 展示了一个简单的方法（但遗憾的是，很难实现！
），即替换内存中在最远将来才会被访问到的页，可以达到缓存未命中率最低。
希望最优策略背后的想法你能理解。
这样想： 如果你不得不踢出一些页，为什么不踢出在最远将来才会访问的页呢？
这样做基本上是说，缓存中所有其他页都比这个页重要。
道理很简单：在引用最远将来会访问的页之前，你肯定会引用其他页。
我们追踪一个简单的例子，来理解最优策略的决定。
假设一个程序按照以下顺序访问虚拟页：0 ，1 ，2 ，0 ，1 ，3 ，0 ，3 ，1 ，2 ，1。
表 22.1 展示了最优的策略，这里假设缓存可以存 3 个页。
在表 22.1 中，可以看到以下操作。
不要惊讶，前 3 个访问是未命中，因为缓存开始是
空的。
这种未命中有时也称作冷启动未命中（cold-start miss，或强制未命中， compulsory miss）。
然后我们再次引用页 0 和 1，它们都在缓存中。
最后， 我们又有一个缓存未命中（页3），但这时缓存已满，必须进行替换！
这引出了一个问题：我们应该替换哪个页？
使用最优策略，我们检查当前缓存中每个页（0 、1 和 2）未来访问情况，可以看到页 0 马上被访问，页 1 稍后被访问，页 2 在最远的将来被访问。
因此，最优策略的选择很简单：踢出页面 2，结果是缓存中的页面是 0 、1 和 3。
接下来的 3 个引用是命中的，然后又访问到被我们之前踢出的页 2，那么又有一个未命中。
这里， 最优策略再次检查缓存页（0 、1 和 3）中每个页面的未来被访问情况，并且看到只要不踢出页 1（即将被访问）就可以。
这个例子显示了页 3 被踢出，虽然踢出 0 也是可以的。
最后，我们命中页 1，追踪完成。
表 22.1 追踪最优策略",,pending,,0,0.95,内容为页面替换策略，与优先级反转无关。
A025,什么是优先级反转,A2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_864",Operating System,os_chunks.json,rerank,,,10,,,0.035149,"对于中断处理程序 来说，有必要让DPC 再一次排队等待，以防止它在定时器中断处理程序时运行。
如果一个线程在这个时 刻已经就绪，则调度程序将会被唤醒，并且如果新的可运行线程有较高的优先级，那么和情形1的情况 类似，当前线程会被抢占。
现在让我们来看看具体的调度算法。
Win32 API提供两个API 来影响线程调度。
首先，有一个叫 SetPriorityClass 的函数用来设定被调用进程中所有线程的优先级。
其等级可以是：实时、高、高于标 准、标准、低于标准和空闲的。
优先级决定进程的先后顺序。
(在Vista 系统中，进程优先级等级也可以 被一个进程用来临时地把它自己标记为后台运行 (background) 状态，即它不应该被任何其他的活动进 程所干扰。
)注意优先级是对进程而言的，但是实际上会在每个线程被创建的时候通过设置每个线程开 始运行的基本优先级影响进程中每个线程的实际优先级。
第二个就是SetThreadPriority。
它根据进程的优先级类来设定进程中每个线程的相对优先级(可能 地，但是不必然地，调用线程)。
可划分如下等级：紧要的、最高的、高于标准的、标准的、低于标准 的、最低的和休眠的。
时间紧急的线程得到最高的非即时的调度优先，而空闲的线程不管其优先级类别 都得到最低的优先级。
其他优先级的值依据优先级的等级来定，依次为(+2,+1,0,-1,-2)。
进程优先 级等级和相对线程优先级的使用使得系统能够更容易地确定应用程序的优先级。
调度程序按照下列方式进行调度。
系统有32个优先级，从0到31。
依照图11-25的表格，进程优先 级和相对线程优先级的组合形成32个绝对线程优先级。
表格中的数字决定了线程的基本优先级 (base
priority)。
除此之外，每个线程都有当前优先级 (current priority),这个当前的优先级可能会高于(但 是不低于)前面提到的基本优先级，关于这一点我们稍后将会讨论。
图11-25 Win32优先级到Windows优先级的映射",,pending,,1,0.6,描述Windows优先级机制，但未直接解释优先级反转现象。
如图3.5所示，零比特填充法允许数据帧包含任意个数的比特，也允许每个字符的编码包含 任意个数的比特。
它使用一个特定的比特模式，即01111110来标志一帧的开始和结束。
为了不使 信息位中出现的比特流01111110被误判为帧的首尾标志，发送方的数据链路层在信息位中遇到5 个连续的“1”时，将自动在其后插入一个“0”;而接收方做该过程的逆操作，即每收到5个连 续的“1”时，自动删除后面紧跟的“0”,以恢复原信息。
(a)原始数据 011011111111111111110010
图3 .5 比特填充法
零比特填充法很容易由硬件来实现，性能优于字符填充法。",,pending,,0,0.95,内容为零比特填充法，与零拷贝概念无关。
但是，FE08 不能简写为FE8 。
需要注意的是，每个位段至少应该有一个数字，
网络层
0000可以简写为0。
这种简写方法称为零压缩法。
下面给出了一个 IPv6 地址的例子：
21DA:0000:0000:0000:02AA:000F:FE08:9C5A
根据零压缩法，上面的地址可以进一步简化为
21DA:0:0:0:2AA:F:FE08:9C5A
有些类型的 IPv6 地址中包含一长串0。
为了进一步简化 IP 地址表示，在一个用冒号 十六进制表示法表示的 IPv6 地址中，如果几个连续位段的值都为0,则这些0可以简写 为：:,这也称为双冒号(double colon)表示法。
前面的结果又可以简化写为21DA::2AA:F:FE08:9C5A。
根据零压缩法，链路本地地址 FE80:0:0:0:0:FE:FE9A:4CA2 可简写为FE80::FE:
FE9A:4CA2, 多播地址FF02:0:0:0:0:0:0:2 可简写为 FF02::2。
对于零压缩法，需要注意的问题有以下两点：
(1)在使用零压缩法时，不能压缩一个位段内的有效0。
例如，不能将 FF02:30:0:0:0: 0:0:5简写为 FF2:3::5, 而应该简写为 FF02:30::5。
(2)双冒号在一个地址中仅能出现一次。
例如，地址0:0:0:2AA:12:0:0:0, 一种简化 的表示法是：:2AA:12:0:0:0, 另一种简化的表示法是0:0:0:2AA:12::, 不能将它表示 为：:2AA:12::。
2)如何确定双冒号之间被压缩0的位数
为了确定双冒号代表被压缩的多少位0,可以数一下地址中还有多少个位段，然后用8 减去这个数，再将结果乘以16。
例如，在地址 FF02:3::5 中 有 3 个 位 段(FF02 、3 和5),可以根据上面的方法计
算：(8—3)×16=80,则：:表示有80位的二进制数字0被压缩。
3.IPv6 前缀",,pending,,0,0.95,内容为IPv6地址零压缩法，与零拷贝无关。
这时就按照转发表的指示，把分组送交 下 一跳路由器R 来处理(即间接交付)。
综上所述，可归纳出分组转发算法如下(假定转发表按照前缀的长短排列，把前缀长 的放在前面):
(1)从收到的分组的首部提取目的主机的IP 地址D (即目的地址)。
(2)若查找到有特定主机路由(目的地址为 D), 就按照这条路由的下一跳转发分组； 否则从转发表中下一行(也就是前缀最长的一行)开始检查，执行(3)。
(3)把这一行的子网掩码与目的地址D 按位进行AND 运算。
若运算结果与本行的前缀匹配，则查找结束，按照“下一跳”所指出的进行处理(或 直接交付本网络上的目的主机，或通过指定接口发送到下一跳路由器)。
否则，若转发表还有下一行，则对下一行进行检查，重新执行(3)。
否则，执行(4)。
(4)若转发表中有一个默认路由，则按照指明的接口，把分组传送到指明的默认路由器； 否则，报告转发分组出错。
可以用一个简单的比喻来说明查找转发表和转发分组的过程。
例如，从家门口开车到 机场，但没有地图，不知道应当走哪条路线。
好在每一个道路岔口都有一个警察可以询问。
因此，每到一个岔口(相当于到了一个路由器),就问：“到机场应当朝哪个方向走?
”(相 当于查找转发表)。
该警察并不告诉你去机场的详细路径。
他仅仅指出到机场途经的下一个 警察位置的方向。
其回答可能是：“向左转方向走。
”你左转到了下一个岔口，再询问警察， 回答可能是：“直行。
”这样，每到一个岔口，就询问下一步走的方向。
这样，在没有地图的 情况下，我们最终也可以到达目的地——机场。
顺便指出，在过去使用分类地址时，不存在最长前缀匹配的问题。
在转发表中，不会 出现目的地址和转发表中的两行或两行以上的网络地址匹配的情况。",,pending,,0,0.95,内容为分组转发算法，与零拷贝无关。
3 命中 2 、3 、0
1 未命中 3 2 、0 、1
2 命中 2 、0 、1
1 命中 2 、0 、1
访问 命中/未命中 踢出 导致缓存状态 导致缓存状态
0 未命中 LUR→ 0
1 未命中 LUR→ 0 、1
2 未命中 LUR→ 0 、1 、2
0 命中 LUR→ 1 、2 、0
1 命中 LUR→ 2 、0 、1
3 未命中 2 LUR→ 0 、1 、3
0 命中 LUR→ 1 、3 、0
3 命中 LUR→ 1 、0 、3
1 命中 LUR→ 0 、3 、1
2 未命中 0 LUR→ 3 、1 、2
1 命中 LUR→ 3 、2 、1",,pending,,0,0.95,内容为缓存替换策略，与零拷贝无关。
PPP 协议用在SONET/SDH 链路时，使用同步传输( 一连串的比特连续传送)而不是异 步传输(逐个字符地传送)。
在这种情况下，PPP 协议采用零比特填充方法来实现透明传输。
零比特填充的具体做法是：在发送端，先扫描整个信息字段(通常用硬件实现，但也 可用软件实现，只是会慢些)。
只要发现有5个连续1,则立即填入一个0。
因此经过这种零 比特填充后的数据，就可以保证在信息字段中不会出现6个连续1。
接收端在收到一个帧时，
先找到标志字段 F 以确定一个帧的边界，接着再用硬件对其中的比特流进行扫描。
每当 发现5个连续1时，就把这5个连续1后的一个0删除，以还原成原来的信息比特流(如 图 3 - 1 1 所 示 ) 。
这 样 就 保 证 了 透 明 传 输 ： 在 所 传 送 的 数 据 比 特 流 中 可 以 传 送 任 意 组 合 的 比 特 流 ， 而 不 会 引 起 对 帧 边 界 的 错 误 判 断 。
发送端在5个连续1之后
填入0比特再发送出去
在接收端把5个连续1
之后的0比特删除
接收端删除填入的0比特
图3-11 零比特的填充与删除",,pending,,0,0.95,内容为零比特填充技术，与零拷贝无关。
与删除有关的一切都令人毛骨悚然。
与删除有关的一切……如果块被删除然后重新分配，你会做噩梦。
”[T00]
此时，用户删除目录中的所有内容以及目录本身，从而释放块 1000 以供复用。
最后，用户创建了一个新文件（比如 foobar），结果复用了过去属于 foo 的相同块（1000）。
foobar的 inode 提交给磁盘，其数据也是如此。
但是， 请注意，因为正在使用元数据日志，所以只有 foobar 的 inode 被提交给日志，文件foobar 中块 1000 中新写入的数据没有写入日志。
现在假设发生了崩溃，所有这些信息仍然在日志中。
在重放期间，恢复过程简单地重放日志中的所有内容，包括在块 1000 中写入目录数据。
因此， 重放会用旧目录内容覆盖当前文件 foobar 的用户数据！
显然，这不是一个正确的恢复操作，当然，在阅读文件 foobar时，用户会感到惊讶。
总结日志：时间线
在结束对日志的讨论之前，我们总结一下讨论过的协议，用时间线来描述每个协议。
表42.1展示了日志数据和元数据时的协议，表 42.2 展示了仅记录元数据时的协议。
表 42.1 数据日志的时间线
表 42.2 元数据日志的时间线
对元数据日志协议也显示了类似的时间线。
请注意，在逻辑上，数据写入可以与对事务开始的写入和日志的内容一起发出。
但是，必须在事务结束发出之前发出并完成。
最后，请注意，时间线中每次写入标记的完成时间是任意的。
在实际系统中，完成时间由 I/O 子系统确定，I/O 子系统可能会重新排序写入以提高性能。
对于顺序的唯一保证，是那些必须强制执行，才能保证协议正确性的顺序。",,pending,,0,0.95,内容为文件系统日志恢复，与零拷贝无关。
图5-5 对temp 执行的结果等于primes[3:6]
的整数实例一样，则两张表共享元素就显得没那么重要了，因为任何一张表都不能改变共享 对象。
比如，若在此结构图中执行语句temp[2]=15, 这并未改变已存在的整数对象，而是 将 temp列表单元2中的引用指向了不同的对象。
图5-6所示即为执行后的结构图。
当通过复制创建一个新的列表时也是同样的情况：比如 backup=list(primes), 就会对原
列表复制出一张新列表。
这张新列表即为浅拷贝(见2.6节),该列表和原列表指向同样的元
素。
当这些元素不可变时，浅拷贝也没关系。
假如列表的元素是可变的，利用copy模块的 deepcopy 函数可以复制列表的元素，得到一个具有全新元素的新列表，这种方式称为深拷贝。
再给出一个更有用的例子：在Python中，使用诸如counters=[0]*8 这样的语法来初始 化整数数组，这是很常见的一种做法。
该语法构造出一张长度为8、各元素为0的列表。
从 技术上讲，列表的8个单元都指向同一个对象，如图5-7所示。
乍一看，在此结构图中，这种极端的重叠现象着实令人担忧。
然而，我们可以依据指 向的整数是不可变的这一事实。
即使执行诸如counters[2]+=1 这样的语法，技术上也不能 改变现有的整数。
只是计算出一个新的整数，值为0+1,并使单元2指向了这个新的值。
图5-8所示即为执行后的结构图。
图5-8 通过对图5-7中的列表执行cou-
nters[2]+=1 后的结果
图5-9 执行primes.extend(extras) 后的结果， 如浅灰色部分所示",,pending,,0,0.95,内容为浅拷贝深拷贝，与零拷贝无关。
答，则发送第二个零窗口探测报文，直至收到非零窗口通知为止。
4)传输效率问题
发送端的应用进程将数据传送到发送缓存之后，接下来就由 TCP 控制整个传输过程。
考虑到传输效率的问题，TCP 需要注意什么时候发送多长报文段的问题。
这个问题受到应 用进程产生数据的速度与 TCP 发送能力的限制，是很复杂的问题。
传输层
的 IP 分组头，封装到一个 IP 分组中。
那么,在41B的 IP 分组中，TCP 报头占20B,IP 分组 头占20B, 应用层数据仅有1B 。
即使接收端在接收之后没有数据发送，它也要返回一个40B 的确认，其中，TCP 报头占20B,IP 分组头占20B 。
接下来，接收端向发送端发送一个窗口
更新报文，通知将窗口向前移1B, 这个分组的长度也是40B 。
最后，如果发送端也要发送1B 261
的数据，那么发送端返回一个41B 的分组，作为对窗口更新报文的应答。
从上述过程可以 看出，如果用户以较慢的速度输入字符，每个字符要发送总长度为162B 的4个报文段。
这 种方法显然是不合适的。
针对如何提高传输效率的问题，John Nagle提出了Nagle 算法：
(1)当数据是以每次1B 进入发送端时，发送端第一次仅发送1B, 其他字节被存入发送 缓存。
在第一个报文段确认之后，发送端将缓存中的数据放在第2个报文段中发送。
这种 在发送与等待应答的同时缓存待发送数据的处理方法可以有效地提高传输效率。
(2)当发送缓存中的数据字节数达到发送窗口的1/2或接近最大报文段长度(MSS) 时，立即将它们作为一个报文段来发送。
还有一种情况，被称为糊涂窗口综合征(silly window syndrome)。
假设TCP 接收缓存 已满，而应用进程每次仅从接收缓存读取1B, 那么接收缓存就腾空1B, 接收端向发送端发 出确认报文，并将接收窗口设置为1。
发送端发送的确认报文长度为40B。
接下来，发送端 以 4 1B的代价发送1B 的数据。",,pending,,0,0.95,内容为TCP传输效率问题，与零拷贝无关。
在某些情况下，这些溢出可能具有令人难以置信的危害，实际上是系统中许多安全漏洞的来源[W06]。
在其他情况下， malloc 库总是分配一些额外的空间，因此你的程序实际上不会在其他某个变量的值上涂写，并且工作得很好。
还有一些情况下，该程序确实会发生故障和崩溃。
因此，我们学到了另一个宝贵的教训：即使它正确运行过一次，也不意味着它是正确的。
① 尽管听起来很神秘，但你很快就会明白为什么这种非法的内存访问被称为段错误。
如果这都不能刺激你继续读下去，那什么能呢？
忘记初始化分配的内存
在这个错误中，你正确地调用 malloc()，但忘记在新分配的数据类型中填写一些值。
不要这样做！
如果你忘记了，你的程序最终会遇到未初始化的读取（uninitialized read），它从堆中读取了一些未知值的数据。
谁知道那里可能会有什么？
如果走运，读到的值使程序仍然有效（例如，零）。
如果不走运，会读到一些随机和有害的东西。
忘记释放内存
另一个常见错误称为内存泄露（memory leak），如果忘记释放内存，就会发生。
在长时间运行的应用程序或系统（如操作系统本身） 中，这是一个巨大的问题，因为缓慢泄露的内存会导致内存不足，此时需要重新启动。
因此，一般来说，当你用完一段内存时，应该确保释放它。
请注意，使用垃圾收集语言在这里没有什么帮助：如果你仍然拥有对某块内存的引用，那么垃圾收集器就不会释放它，因此即使在较现代的语言中，内存泄露仍然是一个问题。
在某些情况下，不调用 free()似乎是合理的。
例如，你的程序运行时间很短，很快就会退出。
在这种情况下，当进程死亡时，操作系统将清理其分配的所有页面，因此不会发生内存泄露。
虽然这肯定“有效”（请参阅后面的补充），但这可能是一个坏习惯，所以请谨慎选择这样的策略。
长远来看，作为程序员的目标之一是养成良好的习惯。
其中一个习惯是理解如何管理内存，并在 C 这样的语言中，释放分配的内存块。",,pending,,0,0.95,内容关于内存管理错误，与零拷贝概念无关。
As described above, a request for anything greater than 10 bytes will fail (returning NULL); there just isn’t a single contiguous chunk of mem- ory of that size available.
A request for exactly that size (10 bytes) could be satisﬁed easily by either of the free chunks.
But what happens if the request is for something smaller than 10 bytes?
Assume we have a request for just a single byte of memory.
In this case, the allocator will perform an action known as splitting: it will ﬁnd
2Once you hand a pointer to a chunk of memory to a C program, it is generally difﬁcult to determine all references (pointers) to that region, which may be stored in other variables or even in registers at a given point in execution.",,pending,,0,0.95,讨论内存分配器分割，未涉及零拷贝。
在第1章中，我们曾强调， 一个赋值语句 foo =bar使对象bar 有一个别名foo。
在本节
中，我们考虑的是拷贝对象的一个副本，而不是一个别名。
在应用程序中，当我们想以一种 独立的方式修改原始的或拷贝的内容时，这是非常必要的。
palette =warmtones
就创建了一个别名，如图2-9所示，没有创建新的列表。
相反，新的标识符palette 参考原先 的 列 表 。
我们可以用以下语法创建一个新的列表实例：
palette =list(warmtones)
在这种情况下，我们显式调用列表构造函数，将第一个列表作为参数，这将导致一个新 的列表被创建，如图2-10所示，这被称为浅拷贝。
新的列表被初始化，以便其内容与原来 的序列相同。
然而，Python 的列表是用作参考的(见1.2.3节),所以新列表与原列表代表了 引用相同元素的顺序。
图2-9 相同颜色列表的两个别名
图2-10 颜色列表的浅拷贝
我们更希望palette 是 warmtones 的深拷贝。
在深拷贝中，新副本引用的对象也是从原 始版本中复制过来的(见图2-11)。
图2- 11 颜色列表的深拷贝
Python的 copy 模块
要创建一个深拷贝，可以通过显式复制原始颜色实例来填充列表，但这需要知道如何复 制颜色(而不是别名)。
Python提供了一个很方便的模块，即copy,它能产生任意对象的浅 拷贝和深拷贝。
该模块提供两个函数： copy 函数和 deepcopy函数。
copy 函数创建对象的浅拷贝， deepcopy 函数创建对象的深拷贝。
引入模块后，我们可以为例子创建一个深拷贝，如 图2-11所示，所使用的命令如下：
palette =copy.deepcopy(warmtones)",,pending,,0,0.95,讲深拷贝浅拷贝，与零拷贝无关。
为了使地址再稍简洁些，IPv6 使用冒号十六进制记法(colon hexadecimal notation, 简写 为 colon hex), 它把每个16位的值用十六进制值表示，各值之间用冒号分隔。
例如，如果前 面所给的点分十进制数记法的值改为冒号十六进制记法，就变成了：
68E6:8C64:FFFF:FFFF:0:1180:960A:FFFF
在十六进制记法中，允许把数字前面的0省略。
上面就把0000中的前三个0省略了。
冒号十六进制记法还包含两个技术使它尤其有用。
首先，冒号十六进制记法可以允许 零压缩(zero compression), 即一连串连续的零可以为一对冒号所取代，例如：
FF05:0:0:0:0:0:0:B3
可压缩为：
FF05::B3
为了保证零压缩有一个不含混的解释，规定在任一地址中只能使用一次零压缩。
该技 术对已建议的分配策略特别有用，因为会有许多地址包含较长连续的零串。
其次，冒号十六进制记法可结合使用点分十进制记法的后缀。
我们下面会看到这种结 合在IPv4 向 IPv6 的转换阶段特别有用。
例如，下面的串是一个合法的冒号十六进制记法：
0:0:0:0:0:0: 128.10.2.1
请注意，在这种记法中，冒号所分隔的每个值是两个字节(16位)的值，但点分十进 制每个部分的值是一个字节(8位)的值。
再使用零压缩即可得出：
:: 128.10.2.1
CIDR 的斜线表示法仍然可用。
例如，60位的前缀12AB00000000CD3 (十六进制表 示的15个字符，每个字符代表4位二进制数字)可记为：
12AB:0000:0000:CD30:0000:0000:0000:0000/60
或 12 AB::CD30:0:0:0:0/60
或 12 AB:0:0:CD30::/60
但不允许记为：
12AB:0:0:CD3/60 (不能把16位地址CD30 块中的最后的0省略)",,pending,,0,0.95,内容为IPv6地址表示，与零拷贝无关。
有些语言(如C 和C++), 明确规定对象的存储空间由程序员释放，而这是初级程序员 经常忽略的任务，甚至对有经验的程序员来说也是令人沮丧的编程错误的根源。
与此相反， Python 的设计者将内存管理的负担完全交给解释器。
解释器负责检测“陈旧”对象的进程， 释放用于这些对象的空间，并返回回收空间到空闲列表，这一过程称为垃圾回收。
要执行自动垃圾回收，首先必须有方法来检测到那些不再需要的对象。
由于解释器不 能有效分析任意Python 程序的语义，它依赖于以下用于回收对象的保护规则。
要访问程序 中的一个对象，它必须有该对象的直接或间接引用。
我们将这种对象定义为活动对象。
在 定义活动对象时，对象的直接引用是以标识符的形式存在于活跃的命名空间(即全局命名空 间，或任何函数的本地命名空间)。
例如，执行命令w=Widget() 后，标识符w 将作为新的 widget 对象的引用在当前的命名空间定义。
我们只能直接引用的这种对象为根对象。
对象 的间接引用是发生在一些其他活动对象的状态中的引用。
例如，如果前面例子中的Widget 实例包含一个列表属性，该列表也是一个活动对象(因为它可以通过使用标识符w 来间接 达到)。
这组活动对象是递归定义的，因此由Widget 引用的列表中的任何对象也归为活动 对 象 。
Python 解释器假设活动对象是正在运行的程序中使用的活跃对象，这些对象不应该被 释放。
其他的对象可以被垃圾回收。
Python 通过以下两个策略来确定哪些是活动对象。
引用计数
引用计数的优点是，如果一个对象的计数减到零，那么该对象不可能是活动对象，因此 该系统能够立即释放该对象(或将其放置在准备释放的对象的队列中)。
周期检测
若对象的引用计数为零，显然意味着它不可能是活动对象，但重要的是要辨别一个有非 零引用计数的对象是否仍没资格作为活动对象。
有可能存在一组对象，这些对象互相引用， 即使这些对象到根对象都是不可达的。
例如，正在运行的Python 程序有一个标识符data, 它是使用双链表实现序列的一个引 用。",,pending,,0,0.95,讨论垃圾回收机制，不涉及零拷贝。
此程序很简单，可以确保万无一失，这是其他任何 实用程序所不能比的。
不过有几点关于物理转储的评价还是值得一提的。
首先，未使用的磁盘块无须备份。
如果转储程序 能够访问空闲块的数据结构，就可以避免该程序备份未使用的磁盘块。
但是，既然磁带上的第k块并不 代表磁盘上的第k块，那么要想略过未使用的磁盘块就需要在每个磁盘块前边写下该磁盘块的号码(或 其他等效数据)。
第二个需要关注的是坏块的转储。
制造大型磁盘而没有任何瑕疵几乎是不可能的，总是有一些坏块 存在。
有时进行低级格式化后，坏块会被检测出来，标记为坏的，并被应对这种紧急状况的在每个轨道 末端的一些空闲块所替换。
在很多情况下，磁盘控制器处理坏块的替换过程是透明的，甚至操作系统也 不知道。
然而，有时格式化后块也会变坏，在这种情况下操作系统可以检测到它们。
通常，可以通过建立一 个包含所有坏块的“文件”来解决这个问题——只要确保它们不会出现在空闲块池中并且绝不会被分配。
不用说，这个文件是完全不能够读取的。
如果磁盘控制器将所有坏块重新映射，并对操作系统隐藏的话，物理转储工作还是能够顺利进行的。
另一方面，如果这些坏块对操作系统可见并映射到一个或几个坏块文件或者位图中，那么在转储过程中， 物理转储程序绝对有必要能访问这些信息，并避免转储之，从而防止在对坏块文件备份时的无止境磁盘 读错误发生。
Windows 系统有分页文件和休眠文件。
它们在文件还原时不发挥作用，同时也不应在第一时间进行 备份。
特定的系统可能也有其他不需要备份的文件，在销毁程序中需要注意它们。
物理转储的主要优点是简单、极为快速(基本上是以磁盘的速度运行)。
主要缺点是，既不能跳过选 定的目录，也无法增量转储，还不能满足恢复个人文件的请求。
正因如此，绝大多数配置都使用逻辑转储。
逻辑转储从一个或几个指定的目录开始，递归地转储其自给定基准日期(例如，最近一次增量转储 或全面系统转储的日期)后有所更改的全部文件和目录。",,pending,,0,0.95,内容为磁盘转储，与零拷贝无关。
数字数据编码用于基带传输中，即在基本不改变数字数据信号频率的情况下，直接传输数字 信号。
具体用什么样的数字信号表示0及用什么样的数字信号表示1就是所谓的编码。
编码的规 则有多种，只要能有效地把1和0区分开即可，常用的数字数据编码有以下几种，如图2.2所示。
图2.2 常用的数字数据编码
1)归零编码。
在归零编码(RZ) 中用高电平代表1、低电平代表0(或者相反),每个时钟 周期的中间均跳变到低电平(归零),接收方根据该跳变调整本方的时钟基准，这就为传 输双方提供了自同步机制。
由于归零需要占用一部分带宽，因此传输效率受到了一定的 影 响 。
2)非归零编码。
非归零编码 (NRZ) 与 RZ 编码的区别是不用归零，一个周期可以全部用来 传输数据。
但NRZ 编码无法传递时钟信号，双方难以同步，因此若想传输高速同步数据， 则需要都带有时钟线。
3)反向非归零编码。
反向非归零编码(NRZI) 与 NRZ 编码的区别是用信号的翻转代表0、 信号保持不变代表1。
翻转的信号本身可以作为一种通知机制。
这种编码方式集成了前两 种编码的优点，既能传输时钟信号，又能尽量不损失系统带宽。
